Connecting to host 192.168.20.2, port 5201
[  5] local 192.168.10.2 port 50566 connected to 192.168.20.2 port 5201
[  5] 188.00-189.00 sec  26.6 MBytes   223 Mbits/sec    0   6.38 MBytes       
[  5] 189.00-190.00 sec  24.9 MBytes   209 Mbits/sec    0   6.07 MBytes       
[  5] 190.00-191.00 sec  26.2 MBytes   220 Mbits/sec    0   6.18 MBytes       
[  5] 191.00-192.01 sec  26.0 MBytes   216 Mbits/sec    0   6.06 MBytes       
[  5] 192.01-193.01 sec  25.9 MBytes   217 Mbits/sec    0   5.98 MBytes       
[  5] 193.01-194.00 sec  26.0 MBytes   219 Mbits/sec    0   6.01 MBytes       
[  5] 194.00-195.05 sec  27.2 MBytes   217 Mbits/sec    0   6.02 MBytes       
[  5] 195.05-196.00 sec  24.5 MBytes   217 Mbits/sec    0   5.95 MBytes       
[  5] 196.00-197.00 sec  24.6 MBytes   206 Mbits/sec    0   6.07 MBytes       
[  5] 197.00-198.00 sec  16.4 MBytes   137 Mbits/sec    0   6.27 MBytes       
[  5] 198.00-199.00 sec  26.4 MBytes   221 Mbits/sec    0   6.00 MBytes       
[  5] 199.00-200.00 sec  24.5 MBytes   206 Mbits/sec    0   6.08 MBytes       
[  5] 200.00-201.00 sec  26.1 MBytes   219 Mbits/sec    0   6.15 MBytes       
[  5] 201.00-202.00 sec  25.8 MBytes   216 Mbits/sec    0   5.99 MBytes       
[  5] 202.00-203.00 sec  26.1 MBytes   219 Mbits/sec    0   6.03 MBytes       
[  5] 203.00-204.00 sec  25.6 MBytes   215 Mbits/sec    0   5.99 MBytes       
[  5] 204.00-205.00 sec  26.1 MBytes   219 Mbits/sec    0   5.99 MBytes       
[  5] 205.00-206.00 sec  25.8 MBytes   216 Mbits/sec    0   6.03 MBytes       
[  5] 206.00-207.01 sec  26.1 MBytes   218 Mbits/sec    0   6.18 MBytes       
[  5] 207.01-208.01 sec  23.6 MBytes   199 Mbits/sec    0   6.91 MBytes       
[  5] 208.01-209.00 sec  26.5 MBytes   223 Mbits/sec    0   6.24 MBytes       
[  5] 209.00-210.05 sec  27.1 MBytes   217 Mbits/sec    0   6.12 MBytes       
[  5] 210.05-211.07 sec  26.4 MBytes   218 Mbits/sec    0   6.10 MBytes       
[  5] 211.07-212.01 sec  24.5 MBytes   218 Mbits/sec    0   5.96 MBytes       
[  5] 212.01-213.00 sec  24.6 MBytes   208 Mbits/sec    0   6.07 MBytes       
[  5] 213.00-214.07 sec  27.4 MBytes   216 Mbits/sec    0   6.01 MBytes       
[  5] 214.07-215.06 sec  26.0 MBytes   219 Mbits/sec    0   6.07 MBytes       
[  5] 215.06-216.08 sec  26.4 MBytes   218 Mbits/sec    0   6.37 MBytes       
[  5] 216.08-217.00 sec  16.2 MBytes   148 Mbits/sec    0   6.98 MBytes       
[  5] 217.00-218.10 sec  28.6 MBytes   218 Mbits/sec    0   6.23 MBytes       
[  5] 218.10-219.05 sec  24.9 MBytes   220 Mbits/sec    0   6.31 MBytes       
[  5] 219.05-220.07 sec  26.1 MBytes   216 Mbits/sec    0   6.12 MBytes       
[  5] 220.07-221.00 sec  23.5 MBytes   210 Mbits/sec    0   6.46 MBytes       
[  5] 221.00-222.00 sec  26.5 MBytes   223 Mbits/sec    0   6.51 MBytes       
[  5] 222.00-223.00 sec  25.0 MBytes   210 Mbits/sec    0   6.28 MBytes       
[  5] 223.00-224.00 sec  26.1 MBytes   219 Mbits/sec    0   6.17 MBytes       
[  5] 224.00-225.00 sec  25.8 MBytes   216 Mbits/sec    0   5.86 MBytes       
[  5] 225.00-226.00 sec  26.0 MBytes   218 Mbits/sec    0   5.91 MBytes       
[  5] 226.00-227.00 sec  26.0 MBytes   218 Mbits/sec    0   5.97 MBytes       
[  5] 227.00-228.00 sec  25.8 MBytes   216 Mbits/sec    0   6.09 MBytes       
[  5] 228.00-229.01 sec  18.0 MBytes   150 Mbits/sec    0   6.23 MBytes       
[  5] 229.01-230.00 sec  25.8 MBytes   218 Mbits/sec    0   6.03 MBytes       
[  5] 230.00-231.00 sec  26.2 MBytes   220 Mbits/sec    0   6.24 MBytes       
[  5] 231.00-232.00 sec  25.9 MBytes   217 Mbits/sec    0   5.91 MBytes       
[  5] 232.00-233.00 sec  26.0 MBytes   218 Mbits/sec    0   6.08 MBytes       
[  5] 233.00-234.00 sec  26.0 MBytes   218 Mbits/sec    0   5.95 MBytes       
[  5] 234.00-235.00 sec  25.0 MBytes   210 Mbits/sec    0   6.13 MBytes       
[  5] 235.00-236.00 sec  26.4 MBytes   221 Mbits/sec    0   6.11 MBytes       
[  5] 236.00-237.00 sec  25.6 MBytes   215 Mbits/sec    0   5.98 MBytes       
[  5] 237.00-238.00 sec  24.9 MBytes   209 Mbits/sec    0   6.06 MBytes       
[  5] 238.00-239.00 sec  26.2 MBytes   220 Mbits/sec    0   6.03 MBytes       
[  5] 239.00-240.00 sec  26.2 MBytes   220 Mbits/sec    0   5.66 KBytes       
[  5] 240.00-241.00 sec  18.1 MBytes   152 Mbits/sec    0   6.05 MBytes       
[  5] 241.00-242.00 sec  25.1 MBytes   211 Mbits/sec    0   5.81 MBytes       
[  5] 242.00-243.00 sec  25.8 MBytes   216 Mbits/sec    0   5.91 MBytes       
[  5] 243.00-244.00 sec  25.9 MBytes   217 Mbits/sec    0   5.82 MBytes       
[  5] 244.00-245.00 sec  25.9 MBytes   217 Mbits/sec    0   5.93 MBytes       
[  5] 245.00-246.00 sec  26.0 MBytes   218 Mbits/sec    0   5.85 MBytes       
[  5] 246.00-247.00 sec  23.1 MBytes   194 Mbits/sec    0   6.29 MBytes       
[  5] 247.00-248.10 sec  29.0 MBytes   222 Mbits/sec    0   6.31 MBytes       
[  5] 248.10-249.02 sec  23.4 MBytes   212 Mbits/sec    0   6.52 MBytes       
[  5] 249.02-250.14 sec  28.6 MBytes   216 Mbits/sec    0   6.31 MBytes       
[  5] 250.14-251.03 sec  23.4 MBytes   220 Mbits/sec    0   6.07 MBytes       
[  5] 251.03-252.10 sec  27.5 MBytes   215 Mbits/sec    0   6.11 MBytes       
[  5] 252.10-253.02 sec  23.4 MBytes   213 Mbits/sec    0   6.31 MBytes       
[  5] 253.02-254.06 sec  27.1 MBytes   219 Mbits/sec    0   6.02 MBytes       
[  5] 254.06-255.05 sec  24.9 MBytes   212 Mbits/sec    0   5.99 MBytes       
[  5] 255.05-256.09 sec  26.0 MBytes   209 Mbits/sec    0   6.32 MBytes       
[  5] 256.09-257.00 sec  24.8 MBytes   228 Mbits/sec    0   5.89 MBytes       
[  5] 257.00-258.09 sec  27.9 MBytes   214 Mbits/sec    0   6.13 MBytes       
[  5] 258.09-259.08 sec  24.9 MBytes   212 Mbits/sec    0   6.22 MBytes       
[  5] 259.08-260.08 sec  26.2 MBytes   219 Mbits/sec    0   6.00 MBytes       
[  5] 260.08-261.00 sec  24.6 MBytes   225 Mbits/sec    0   6.26 MBytes       
[  5] 261.00-262.00 sec  24.9 MBytes   209 Mbits/sec    0   6.12 MBytes       
[  5] 262.00-263.00 sec  26.0 MBytes   218 Mbits/sec    0   6.18 MBytes       
[  5] 263.00-264.03 sec  22.0 MBytes   180 Mbits/sec    0   5.97 MBytes       
[  5] 264.03-265.00 sec  21.9 MBytes   189 Mbits/sec    0   6.07 MBytes       
[  5] 265.00-266.00 sec  26.0 MBytes   218 Mbits/sec    0   5.92 MBytes       
[  5] 266.00-267.00 sec  26.0 MBytes   218 Mbits/sec    0   6.03 MBytes       
[  5] 267.00-268.00 sec  25.9 MBytes   217 Mbits/sec    0   6.07 MBytes       
[  5] 268.00-269.01 sec  24.6 MBytes   205 Mbits/sec    0   6.20 MBytes       
[  5] 269.01-270.00 sec  25.2 MBytes   213 Mbits/sec    0   6.78 MBytes       
[  5] 270.00-271.00 sec  26.1 MBytes   219 Mbits/sec    0   6.44 MBytes       
[  5] 271.00-272.00 sec  26.2 MBytes   220 Mbits/sec    0   6.07 MBytes       
[  5] 272.00-273.00 sec  24.9 MBytes   209 Mbits/sec    0   6.30 MBytes       
[  5] 273.00-274.01 sec  26.0 MBytes   216 Mbits/sec    0   5.96 MBytes       
[  5] 274.01-275.00 sec  17.9 MBytes   151 Mbits/sec    0   5.89 MBytes       
[  5] 275.00-276.01 sec  24.8 MBytes   206 Mbits/sec    0   6.34 MBytes       
[  5] 276.01-277.00 sec  26.0 MBytes   220 Mbits/sec    0   6.18 MBytes       
[  5] 277.00-278.00 sec  26.0 MBytes   218 Mbits/sec    0   6.12 MBytes       
[  5] 278.00-279.01 sec  26.0 MBytes   216 Mbits/sec    0   5.87 MBytes       
[  5] 279.01-280.02 sec  26.1 MBytes   218 Mbits/sec    0   6.25 MBytes       
[  5] 280.02-281.00 sec  24.6 MBytes   210 Mbits/sec    0   6.31 MBytes       
[  5] 281.00-282.00 sec  26.5 MBytes   223 Mbits/sec    0   6.44 MBytes       
[  5] 282.00-283.00 sec  24.8 MBytes   208 Mbits/sec    0   6.34 MBytes       
[  5] 283.00-284.03 sec  26.1 MBytes   214 Mbits/sec    0   5.95 MBytes       
[  5] 284.03-285.00 sec  26.1 MBytes   225 Mbits/sec    0   6.49 MBytes       
[  5] 285.00-286.00 sec  24.8 MBytes   208 Mbits/sec    0   6.50 MBytes       
[  5] 286.00-287.01 sec  26.1 MBytes   218 Mbits/sec    0   6.17 MBytes       
[  5] 287.01-288.03 sec  26.2 MBytes   215 Mbits/sec    0   5.97 MBytes       
[  5] 288.03-289.01 sec  24.5 MBytes   210 Mbits/sec    0   5.88 MBytes       
[  5] 289.01-290.00 sec  26.0 MBytes   220 Mbits/sec    0   6.07 MBytes       
[  5] 290.00-291.00 sec  26.0 MBytes   218 Mbits/sec    0   5.90 MBytes       
